run,type,module,name,attrname,attrvalue,value,vectime,vecvalue
FeedbackVersion-10-20240511-20:48:08-11935,attr,NetworkFV.nodeTx.out.channel,delay,mutable,,,,
FeedbackVersion-10-20240511-20:48:08-11935,attr,NetworkFV.nodeTx.out.channel,delay,unit,s,,,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.nodeTx.out.channel,datarate,,,1e+06bps,,
FeedbackVersion-10-20240511-20:48:08-11935,attr,NetworkFV.nodeTx.out.channel,datarate,mutable,,,,
FeedbackVersion-10-20240511-20:48:08-11935,attr,NetworkFV.nodeTx.out.channel,datarate,unit,bps,,,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.nodeTx.out.channel,ber,,,0,,
FeedbackVersion-10-20240511-20:48:08-11935,attr,NetworkFV.nodeTx.out.channel,ber,mutable,,,,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.nodeTx.out.channel,per,,,0,,
FeedbackVersion-10-20240511-20:48:08-11935,attr,NetworkFV.nodeTx.out.channel,per,mutable,,,,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.queueZero.out.channel,typename,,,"""ned.DatarateChannel""",,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.queueZero.out.channel,disabled,,,false,,
FeedbackVersion-10-20240511-20:48:08-11935,attr,NetworkFV.queueZero.out.channel,disabled,mutable,,,,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.queueZero.out.channel,delay,,,0.0001s,,
FeedbackVersion-10-20240511-20:48:08-11935,attr,NetworkFV.queueZero.out.channel,delay,mutable,,,,
FeedbackVersion-10-20240511-20:48:08-11935,attr,NetworkFV.queueZero.out.channel,delay,unit,s,,,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.queueZero.out.channel,datarate,,,500000bps,,
FeedbackVersion-10-20240511-20:48:08-11935,attr,NetworkFV.queueZero.out.channel,datarate,mutable,,,,
FeedbackVersion-10-20240511-20:48:08-11935,attr,NetworkFV.queueZero.out.channel,datarate,unit,bps,,,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.queueZero.out.channel,ber,,,0,,
FeedbackVersion-10-20240511-20:48:08-11935,attr,NetworkFV.queueZero.out.channel,ber,mutable,,,,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.queueZero.out.channel,per,,,0,,
FeedbackVersion-10-20240511-20:48:08-11935,attr,NetworkFV.queueZero.out.channel,per,mutable,,,,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.nodeTx.gen,typename,,,"""Generator""",,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.nodeTx.gen,generationInterval,,,exponential(0.6),,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.nodeTx.gen,packetByteSize,,,12500,,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.nodeTx.queue,typename,,,"""TransportTx""",,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.nodeTx.queue,bufferSize,,,2000000,,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.nodeTx,typename,,,"""NodeTxFV""",,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.queueZero,typename,,,"""Queue""",,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.queueZero,bufferSize,,,200,,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.queueOne,typename,,,"""Queue""",,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.queueOne,bufferSize,,,200,,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.nodeRx.queue.toApp.channel,typename,,,"""ned.DatarateChannel""",,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.nodeRx.queue.toApp.channel,disabled,,,false,,
FeedbackVersion-10-20240511-20:48:08-11935,attr,NetworkFV.nodeRx.queue.toApp.channel,disabled,mutable,,,,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.nodeRx.queue.toApp.channel,delay,,,0s,,
FeedbackVersion-10-20240511-20:48:08-11935,attr,NetworkFV.nodeRx.queue.toApp.channel,delay,mutable,,,,
FeedbackVersion-10-20240511-20:48:08-11935,attr,NetworkFV.nodeRx.queue.toApp.channel,delay,unit,s,,,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.nodeRx.queue.toApp.channel,datarate,,,1e+06bps,,
FeedbackVersion-10-20240511-20:48:08-11935,attr,NetworkFV.nodeRx.queue.toApp.channel,datarate,mutable,,,,
FeedbackVersion-10-20240511-20:48:08-11935,attr,NetworkFV.nodeRx.queue.toApp.channel,datarate,unit,bps,,,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.nodeRx.queue.toApp.channel,ber,,,0,,
FeedbackVersion-10-20240511-20:48:08-11935,attr,NetworkFV.nodeRx.queue.toApp.channel,ber,mutable,,,,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.nodeRx.queue.toApp.channel,per,,,0,,
FeedbackVersion-10-20240511-20:48:08-11935,attr,NetworkFV.nodeRx.queue.toApp.channel,per,mutable,,,,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.nodeRx.sink,typename,,,"""Sink""",,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.nodeRx.queue,typename,,,"""TransportRx""",,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.nodeRx.queue,bufferSize,,,200,,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV.nodeRx,typename,,,"""NodeRxFV""",,
FeedbackVersion-10-20240511-20:48:08-11935,param,NetworkFV,typename,,,"""NetworkFV""",,
FeedbackVersion-10-20240511-20:48:08-11935,vector,NetworkFV.nodeRx.queue,PacketsLost,,,,"0 0.2 0.4 0.6 0.8 1 1.8004 2.4008 3.3014 3.6016 4.202 4.5022 5.4028 6.6036 7.204 7.5042 9.3054 9.9058 10.206 10.5062 10.8064 11.1066 11.707 12.0072 12.3074 13.5082 13.8084 14.1086 14.709 15.0092 15.3094 15.6096 15.9098 16.8104 17.4108 17.711 18.0112 18.9118 19.5122 19.8124 20.1126 20.4128 21.0132 21.6136 23.4148 23.715 24.3154 24.9158 26.1166 26.4168 26.717 27.6176 30.0192 30.3194 30.9198 31.22 32.4208 33.0212 33.3214 33.6216 34.8224 36.6236 37.224 37.5242 37.8244 39.9258 40.226 40.8264 41.1266 42.3274 42.9278 43.228 43.5282 44.1286 44.4288 45.6296 45.9298 46.23 46.5302 47.1306 47.4308 47.731 48.6316 48.9318 49.232 49.8324 50.1326 50.4328 50.733 51.0332 51.3334 51.6336 53.1346 53.4348 54.6356 54.9358 55.236 56.1366 56.4368 57.0372 58.5382 58.8384 59.1386 59.4388 59.739 60.6396 60.9398 61.24 61.5402 61.8404 62.1406 62.4408 62.741 63.0412 63.3414 63.6416 63.9418 64.5422 64.8424 65.743 66.9438 67.244 67.5442 69.0452 69.3454 71.4468 71.747 74.4488 76.25 76.5502 76.8504 77.751 78.0512 78.6516 79.252 79.5522 79.8524 81.0532 81.6536 82.254 82.5542 83.1546 84.3554 87.6576 88.8584 89.1586 90.6596 90.9598 91.26 91.5602 91.8604 92.1606 92.761 93.0612 93.3614 93.6616 94.262 94.5622 94.8624 95.1626 95.4628 96.3634 96.9638 97.264 97.5642 97.8644 98.1646 98.4648 99.9658 100.266 100.5662 101.767 102.6676 102.9678 103.5682 103.8684 104.1686 105.3694 105.9698 106.27 107.1706 107.771 108.6716 108.9718 109.5722 109.8724 110.1726 111.6736 113.4748 116.4768 116.777 117.0772 118.8784 119.779 120.0792 120.3794 120.6796 120.9798 121.28 121.5802 122.1806 122.4808 123.6816 124.282 124.8824 125.1826 125.4828 125.783 126.0832 126.3834","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
FeedbackVersion-10-20240511-20:48:08-11935,vector,NetworkFV.nodeRx.queue,PacketsAsked,,,,"0 1.398404707713 2.020417977924 4.672915954934 6.653877496298 10.5062 13.065432085844 15.3094 15.599040513282 16.300383687409 18.354024864946 21.0132 21.852258674018 22.406067605315 24.003829219307 27.064562473682 30.467904139262 33.6216 35.467600151615 38.431811331948 42.9278 45.9298 46.027470155136 46.57362894867 48.219459947619 50.4328 51.993373085911 52.571367545245 54.240537745322 56.526644595051 59.739 62.1406 62.815854600387 63.445741413799 63.976516257877 65.226160000594 66.355546459403 68.726446799878 70.941326470131 73.958240308583 78.0512 81.6536 83.277925737861 84.468082206267 85.488655858812 86.986739415256 91.26 93.3614 93.44953612459 93.698579852699 95.994445705922 98.1646 98.859877895439 99.525126606941 101.078294908846 103.18461699533 106.27 107.311265234478 109.076976596005 111.155998017536 113.502198289425 117.216142887622 120.9798 124.282 126.3834","2 2 4 6 10 5 5 2 2 3 5 2 2 4 6 9 14 7 7 10 5 1 1 2 4 2 2 3 4 6 3 1 1 1 2 3 5 8 12 19 9 3 3 4 7 10 5 1 1 2 4 2 2 3 4 6 3 3 5 7 11 17 8 2 0"
FeedbackVersion-10-20240511-20:48:08-11935,vector,NetworkFV.queueOne,bufferSize,,,,"0 1.398404707713 2.020417977924 4.672915954934 6.653877496298 10.5062 13.065432085844 15.3094 15.599040513282 16.300383687409 18.354024864946 21.0132 21.852258674018 22.406067605315 24.003829219307 27.064562473682 30.467904139262 33.6216 35.467600151615 38.431811331948 42.9278 45.9298 46.027470155136 46.57362894867 48.219459947619 50.4328 51.993373085911 52.571367545245 54.240537745322 56.526644595051 59.739 62.1406 62.815854600387 63.445741413799 63.976516257877 65.226160000594 66.355546459403 68.726446799878 70.941326470131 73.958240308583 78.0512 81.6536 83.277925737861 84.468082206267 85.488655858812 86.986739415256 91.26 93.3614 93.44953612459 93.698579852699 95.994445705922 98.1646 98.859877895439 99.525126606941 101.078294908846 103.18461699533 106.27 107.311265234478 109.076976596005 111.155998017536 113.502198289425 117.216142887622 120.9798 124.282 126.3834","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
FeedbackVersion-10-20240511-20:48:08-11935,vector,NetworkFV.nodeTx.gen,packetGen,,,,"0.885260666985 1.098204707713 1.110786884288 1.520217977924 2.122714752752 2.473844876294 3.302757656789 4.372715954934 4.786815349299 5.312079900445 5.464857837894 5.480154214266 5.612589248779 6.353677496298 7.21127555901 7.39646874993 7.507624070724 7.691215488735 7.746708266185 7.844486413032 8.538281749246 9.229144928029 11.068752075178 12.086409513648 12.088783163029 12.334531727842 12.765232085844 14.094067447467 15.098840513282 15.231319655933 15.800183687409 15.818840765396 16.586393394878 17.846743173386 18.053824864946 18.833752886188 20.332724018173 20.799791434058 21.552058674018 21.63662237845 22.105867605315 22.426188426755 22.518198060657 23.423217802749 23.703629219307 24.229728988484 24.902489701689 25.023488804893 25.373347240215 26.42285091698 26.764362473682 26.831190853246 27.408225772667 27.60831620776 28.040181245393 28.080868059397 28.711442610506 28.746302468641 29.297637361279 30.167704139262 31.149244740556 31.156359577891 31.598803565521 32.166765912187 33.602592785494 33.844567299654 34.075291128587 34.567400151615 34.62428950407 34.869521427159 35.084126742884 35.401910188411 35.474522596086 35.522504298052 36.58104220554 37.731611331948 37.760430284329 38.108307937847 38.698868472116 38.776902351272 39.252797104626 40.042264250509 41.068771337714 41.15841622854 41.29151353276 42.165234812161 43.331553407246 44.401791638459 44.661788843428 44.884234087796 45.727270155136 46.27342894867 46.483982463912 47.719259947619 49.011430500819 51.456892571404 51.693173085911 52.071167545245 52.17937310067 53.430622287649 53.729693038005 53.940337745322 53.999210070371 54.083658352506 55.116234288052 56.226444595051 56.324769692989 56.970357256825 57.26117373085 57.804146277589 59.536388263524 59.880385272418 62.515654600387 62.779921803394 63.145541413799 63.676316257877 64.725960000594 64.823098300394 64.99680786037 65.109501647194 65.655346459403 65.959013031303 67.357799827367 67.967386193212 68.426246799878 68.705872840139 69.241126470131 69.242572268564 69.266616735804 69.744145229598 70.009281193152 70.090753677668 70.140530363637 70.190424138868 70.409127383864 70.569885324716 70.81081637004 71.458040308583 72.349922108845 72.495129272875 72.519596976797 72.655772432191 72.992509473204 73.282110069831 73.509047886636 73.661884769821 74.269055743754 74.342118269907 74.597225595442 75.122051570078 75.148483742987 75.307364107861 76.579098241756 77.066957331825 77.931383800689 78.376547921936 79.639263943808 79.898618861325 80.222883937853 80.956026737138 81.514226397333 82.545455865065 82.977725737861 83.064438155561 83.610976314337 84.167882206267 84.350344438762 84.550076193138 84.764828461684 85.188455858812 85.203892614461 85.227424352556 85.444060132402 85.686539415256 85.852842614319 85.853006153426 86.342301072797 86.997859167963 87.498004459435 87.782354264574 88.169119631774 88.995120869376 89.202984216482 89.293879794969 89.33372463643 89.628386915297 91.94118140222 93.14933612459 93.398379852699 95.284269815314 95.694245705922 96.094211564498 98.359677895439 98.426862673503 98.775583440658 99.024926606941 99.254802031283 100.337967113118 100.778094908846 101.153883512331 101.671727505761 101.730200018807 102.88441699533 104.041765643434 104.084081747311 104.330903616438 104.705670767217 105.264736904683 106.178553024589 106.25027236625 107.011065234478 107.482118050751 108.011283484756 108.776776596005 108.799456544122 110.004579684975 110.263655645855 110.358842893758 110.855798017536 110.921272620402 111.135046093168 111.539705744271 111.97058065881 111.988348907714 112.659883325882 113.201998289425 113.306034692265 113.444321025598 113.475398766944 113.611390822672 113.858717810178 114.973941706995 115.042558096778 115.080683987956 115.198952263632 115.613918102832 116.915942887622 117.087326963597 117.360150083839 117.597884473292 117.746015383965 117.747767591322 118.585565122181 118.795676016248 118.863496330222 121.464084033144 122.28304625679 122.446393528937 122.82707747404 123.620273069299 124.167436696263 126.132654991494 126.22848882805 127.242408571766 127.364438730311 128.075386049031 128.696890463835 128.838852777561 128.868762856425 129.306455481279 129.477955754535 131.271447987915 131.740515059806 132.454900034582 132.609209866798 134.019423171488 134.307612212998 134.93390333708 136.466324538094 136.720473401148 138.277495519701 138.318140332375 138.820004443292 138.969564427377 139.427025342074 139.515689254289 139.524672176182 140.342912847682 142.630199464202 142.885622187588 143.396245562823 143.913418365291 144.854848126166 144.965456401309 145.46017218236 145.483399029074 146.742379125601 147.761920237995 148.28844476106 149.292718160014 150.033067810122 150.158342776387 150.254819817283 150.534964772536 150.87060753244 151.688604721478 152.398891310234 152.52255092189 152.588854991918 152.909309298143 153.256777582934 153.41438032046 153.523438891231 154.159575268485 154.583896919756 155.451204541624 156.476878371137 157.557524893352 157.614181680199 157.757298082402 158.723167104279 160.684741443285 161.184361304648 161.365949673462 161.899954734731 163.096001983993 163.228465298816 163.309870829054 163.653617261329 163.931698404554 164.142202540936 164.810925057387 164.833893739427 166.463412330207 166.482111615341 166.973201183556 167.335300256865 168.004967355194 168.824542666427 168.872654218653 169.361565756846 169.534083993721 169.825874641694 170.089518689913 170.199924895888 170.214151487931 171.307215486709 172.948428426447 173.496782245345 173.637910184613 174.553836944645 175.069744870756 176.202083032281 176.724081427609 177.278619195858 177.438501307268 178.349877536147 178.745680828799 179.319537475138 179.794712753665 179.807548184139 181.040104036675 181.872996742033 183.868139378064 183.984320908347 184.090084457245 184.45814753356 184.468368222565 184.900214116103 184.91052010833 185.307533511375 185.440546554023 186.556771762292 187.929661918509 188.044949719947 188.969613221503 188.978459033453 189.673327325128 190.80667585769 191.04386512454 191.858313382555 192.173359826171 192.539413277125 193.051224371094 193.37486068737 193.375452980306 193.449927254545 194.281350067013 194.529459745803 195.363253425372 195.422919621514 195.712916472116 196.467827886003 196.747854288485 196.795985432367 197.9056765778 198.044042082135 198.898555667977 199.410230142625 199.518986820584 199.727727709099","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
