run,type,module,name,attrname,attrvalue,value,vectime,vecvalue
FeedbackVersion-10-20240511-20:45:11-11876,attr,NetworkFV.nodeTx.out.channel,per,mutable,,,,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV.queueZero.out.channel,typename,,,"""ned.DatarateChannel""",,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV.queueZero.out.channel,disabled,,,false,,
FeedbackVersion-10-20240511-20:45:11-11876,attr,NetworkFV.queueZero.out.channel,disabled,mutable,,,,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV.queueZero.out.channel,delay,,,0.0001s,,
FeedbackVersion-10-20240511-20:45:11-11876,attr,NetworkFV.queueZero.out.channel,delay,mutable,,,,
FeedbackVersion-10-20240511-20:45:11-11876,attr,NetworkFV.queueZero.out.channel,delay,unit,s,,,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV.queueZero.out.channel,datarate,,,1e+06bps,,
FeedbackVersion-10-20240511-20:45:11-11876,attr,NetworkFV.queueZero.out.channel,datarate,mutable,,,,
FeedbackVersion-10-20240511-20:45:11-11876,attr,NetworkFV.queueZero.out.channel,datarate,unit,bps,,,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV.queueZero.out.channel,ber,,,0,,
FeedbackVersion-10-20240511-20:45:11-11876,attr,NetworkFV.queueZero.out.channel,ber,mutable,,,,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV.queueZero.out.channel,per,,,0,,
FeedbackVersion-10-20240511-20:45:11-11876,attr,NetworkFV.queueZero.out.channel,per,mutable,,,,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV.nodeTx.gen,typename,,,"""Generator""",,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV.nodeTx.gen,generationInterval,,,exponential(0.6),,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV.nodeTx.gen,packetByteSize,,,12500,,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV.nodeTx.queue,typename,,,"""TransportTx""",,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV.nodeTx.queue,bufferSize,,,2000000,,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV.nodeTx,typename,,,"""NodeTxFV""",,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV.queueZero,typename,,,"""Queue""",,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV.queueZero,bufferSize,,,200,,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV.queueOne,typename,,,"""Queue""",,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV.queueOne,bufferSize,,,200,,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV.nodeRx.queue.toApp.channel,typename,,,"""ned.DatarateChannel""",,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV.nodeRx.queue.toApp.channel,disabled,,,false,,
FeedbackVersion-10-20240511-20:45:11-11876,attr,NetworkFV.nodeRx.queue.toApp.channel,disabled,mutable,,,,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV.nodeRx.queue.toApp.channel,delay,,,0s,,
FeedbackVersion-10-20240511-20:45:11-11876,attr,NetworkFV.nodeRx.queue.toApp.channel,delay,mutable,,,,
FeedbackVersion-10-20240511-20:45:11-11876,attr,NetworkFV.nodeRx.queue.toApp.channel,delay,unit,s,,,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV.nodeRx.queue.toApp.channel,datarate,,,500000bps,,
FeedbackVersion-10-20240511-20:45:11-11876,attr,NetworkFV.nodeRx.queue.toApp.channel,datarate,mutable,,,,
FeedbackVersion-10-20240511-20:45:11-11876,attr,NetworkFV.nodeRx.queue.toApp.channel,datarate,unit,bps,,,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV.nodeRx.queue.toApp.channel,ber,,,0,,
FeedbackVersion-10-20240511-20:45:11-11876,attr,NetworkFV.nodeRx.queue.toApp.channel,ber,mutable,,,,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV.nodeRx.queue.toApp.channel,per,,,0,,
FeedbackVersion-10-20240511-20:45:11-11876,attr,NetworkFV.nodeRx.queue.toApp.channel,per,mutable,,,,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV.nodeRx.sink,typename,,,"""Sink""",,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV.nodeRx.queue,typename,,,"""TransportRx""",,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV.nodeRx.queue,bufferSize,,,200,,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV.nodeRx,typename,,,"""NodeRxFV""",,
FeedbackVersion-10-20240511-20:45:11-11876,param,NetworkFV,typename,,,"""NetworkFV""",,
FeedbackVersion-10-20240511-20:45:11-11876,vector,NetworkFV.nodeRx.queue,PacketsLost,,,,"0 0.2 0.4 0.6 0.8 1 1.6004 2.201 2.6014 3.0018 3.202 3.4022 3.8026 4.0028 4.203 4.4032 4.8036 5.204 5.4042 6.0048 6.205 6.4052 7.0058 7.206 7.4062 8.207 8.4072 8.6074 9.208 9.4082 9.8086 10.0088 10.209 10.4092 10.6094 10.8096 11.0098 11.21 11.4102 11.6104 11.8106 12.0108 12.211 12.4112 12.8116 13.4122 13.6124 13.8126 14.0128 14.213 14.6134 14.8136 15.0138 15.214 15.8146 16.4152 16.6154 17.0158 17.216 17.4162 17.6164 17.8166 18.0168 18.217 18.6174 18.8176 19.0178 19.4182 19.6184 19.8186 20.0188 20.219 20.4192 20.6194 20.8196 21.0198 21.22 21.4202 21.6204 22.0208 22.221 22.6214 23.0218 23.222 23.4222 23.6224 24.223 24.4232 24.8236 25.0238 25.4242 25.8246 26.0248 26.225 26.4252 26.8256 27.4262 28.0268 28.227 28.6274 28.8276 29.4282 29.8286 30.0288 30.229 30.6294 30.8296 31.0298 31.23 32.0308 32.231 32.6314 32.8316 33.0318 33.232 33.4322 33.6324 33.8326 34.0328 34.6334 35.0338 36.0348 36.235 36.4352 36.6354 37.0358 37.236 37.4362 37.6364 37.8366 38.0368 38.237 38.6374 38.8376 39.238 39.4382 39.8386 40.0388 40.239 40.6394 40.8396 41.0398 41.24 41.4402 41.6404 41.8406 42.0408 42.241 42.8416 43.0418 43.242 43.4422 43.8426 44.0428 44.243 44.4432 44.6434 44.8436 45.4442 45.6444 45.8446 46.245 46.4452 47.0458 47.246 47.4462 47.6464 47.8466 48.0468 48.247 48.4472 48.6474 48.8476 49.0478","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
FeedbackVersion-10-20240511-20:45:11-11876,vector,NetworkFV.nodeRx.queue,PacketsAsked,,,,"0 1.298404707713 1.820417977924 3.8026 4.987015349299 5.665057837894 6.753877496298 7.991415488735 9.8086 11.0098 11.268952075178 12.286609513648 12.534731727842 13.065432085844 14.6134 15.431519655933 16.100383687409 17.6164 18.046943173386 18.254024864946 19.8186 20.532924018173 20.999991434058 21.752258674018 22.406067605315 23.903829219307 25.8246 27.064562473682 28.240381245393 29.497837361279 31.0298 31.799003565521 33.232 33.802792785494 34.044767299654 34.767600151615 35.284326742884 37.236 38.031811331948 38.899068472116 40.6394 41.368971337714 42.465434812161 44.0428 44.601991638459 44.861988843428 45.927470155136 47.6464 47.919459947619 49.0478","2 2 4 2 2 3 5 7 3 1 1 1 2 4 2 2 3 1 1 2 1 1 1 2 4 6 3 3 4 6 3 3 1 1 2 3 5 2 2 4 2 2 3 1 1 2 3 1 1 0"
FeedbackVersion-10-20240511-20:45:11-11876,vector,NetworkFV.queueOne,bufferSize,,,,"0 1.298404707713 1.820417977924 3.8026 4.987015349299 5.665057837894 6.753877496298 7.991415488735 9.8086 11.0098 11.268952075178 12.286609513648 12.534731727842 13.065432085844 14.6134 15.431519655933 16.100383687409 17.6164 18.046943173386 18.254024864946 19.8186 20.532924018173 20.999991434058 21.752258674018 22.406067605315 23.903829219307 25.8246 27.064562473682 28.240381245393 29.497837361279 31.0298 31.799003565521 33.232 33.802792785494 34.044767299654 34.767600151615 35.284326742884 37.236 38.031811331948 38.899068472116 40.6394 41.368971337714 42.465434812161 44.0428 44.601991638459 44.861988843428 45.927470155136 47.6464 47.919459947619 49.0478","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
FeedbackVersion-10-20240511-20:45:11-11876,vector,NetworkFV.nodeTx.gen,packetGen,,,,"0.885260666985 1.098204707713 1.110786884288 1.520217977924 2.122714752752 2.473844876294 3.302757656789 4.372715954934 4.786815349299 5.312079900445 5.464857837894 5.480154214266 5.612589248779 6.353677496298 7.21127555901 7.39646874993 7.507624070724 7.691215488735 7.746708266185 7.844486413032 8.538281749246 9.229144928029 11.068752075178 12.086409513648 12.088783163029 12.334531727842 12.765232085844 14.094067447467 15.098840513282 15.231319655933 15.800183687409 15.818840765396 16.586393394878 17.846743173386 18.053824864946 18.833752886188 20.332724018173 20.799791434058 21.552058674018 21.63662237845 22.105867605315 22.426188426755 22.518198060657 23.423217802749 23.703629219307 24.229728988484 24.902489701689 25.023488804893 25.373347240215 26.42285091698 26.764362473682 26.831190853246 27.408225772667 27.60831620776 28.040181245393 28.080868059397 28.711442610506 28.746302468641 29.297637361279 30.167704139262 31.149244740556 31.156359577891 31.598803565521 32.166765912187 33.602592785494 33.844567299654 34.075291128587 34.567400151615 34.62428950407 34.869521427159 35.084126742884 35.401910188411 35.474522596086 35.522504298052 36.58104220554 37.731611331948 37.760430284329 38.108307937847 38.698868472116 38.776902351272 39.252797104626 40.042264250509 41.068771337714 41.15841622854 41.29151353276 42.165234812161 43.331553407246 44.401791638459 44.661788843428 44.884234087796 45.727270155136 46.27342894867 46.483982463912 47.719259947619 49.011430500819 51.456892571404 51.693173085911 52.071167545245 52.17937310067 53.430622287649 53.729693038005 53.940337745322 53.999210070371 54.083658352506 55.116234288052 56.226444595051 56.324769692989 56.970357256825 57.26117373085 57.804146277589 59.536388263524 59.880385272418 62.515654600387 62.779921803394 63.145541413799 63.676316257877 64.725960000594 64.823098300394 64.99680786037 65.109501647194 65.655346459403 65.959013031303 67.357799827367 67.967386193212 68.426246799878 68.705872840139 69.241126470131 69.242572268564 69.266616735804 69.744145229598 70.009281193152 70.090753677668 70.140530363637 70.190424138868 70.409127383864 70.569885324716 70.81081637004 71.458040308583 72.349922108845 72.495129272875 72.519596976797 72.655772432191 72.992509473204 73.282110069831 73.509047886636 73.661884769821 74.269055743754 74.342118269907 74.597225595442 75.122051570078 75.148483742987 75.307364107861 76.579098241756 77.066957331825 77.931383800689 78.376547921936 79.639263943808 79.898618861325 80.222883937853 80.956026737138 81.514226397333 82.545455865065 82.977725737861 83.064438155561 83.610976314337 84.167882206267 84.350344438762 84.550076193138 84.764828461684 85.188455858812 85.203892614461 85.227424352556 85.444060132402 85.686539415256 85.852842614319 85.853006153426 86.342301072797 86.997859167963 87.498004459435 87.782354264574 88.169119631774 88.995120869376 89.202984216482 89.293879794969 89.33372463643 89.628386915297 91.94118140222 93.14933612459 93.398379852699 95.284269815314 95.694245705922 96.094211564498 98.359677895439 98.426862673503 98.775583440658 99.024926606941 99.254802031283 100.337967113118 100.778094908846 101.153883512331 101.671727505761 101.730200018807 102.88441699533 104.041765643434 104.084081747311 104.330903616438 104.705670767217 105.264736904683 106.178553024589 106.25027236625 107.011065234478 107.482118050751 108.011283484756 108.776776596005 108.799456544122 110.004579684975 110.263655645855 110.358842893758 110.855798017536 110.921272620402 111.135046093168 111.539705744271 111.97058065881 111.988348907714 112.659883325882 113.201998289425 113.306034692265 113.444321025598 113.475398766944 113.611390822672 113.858717810178 114.973941706995 115.042558096778 115.080683987956 115.198952263632 115.613918102832 116.915942887622 117.087326963597 117.360150083839 117.597884473292 117.746015383965 117.747767591322 118.585565122181 118.795676016248 118.863496330222 121.464084033144 122.28304625679 122.446393528937 122.82707747404 123.620273069299 124.167436696263 126.132654991494 126.22848882805 127.242408571766 127.364438730311 128.075386049031 128.696890463835 128.838852777561 128.868762856425 129.306455481279 129.477955754535 131.271447987915 131.740515059806 132.454900034582 132.609209866798 134.019423171488 134.307612212998 134.93390333708 136.466324538094 136.720473401148 138.277495519701 138.318140332375 138.820004443292 138.969564427377 139.427025342074 139.515689254289 139.524672176182 140.342912847682 142.630199464202 142.885622187588 143.396245562823 143.913418365291 144.854848126166 144.965456401309 145.46017218236 145.483399029074 146.742379125601 147.761920237995 148.28844476106 149.292718160014 150.033067810122 150.158342776387 150.254819817283 150.534964772536 150.87060753244 151.688604721478 152.398891310234 152.52255092189 152.588854991918 152.909309298143 153.256777582934 153.41438032046 153.523438891231 154.159575268485 154.583896919756 155.451204541624 156.476878371137 157.557524893352 157.614181680199 157.757298082402 158.723167104279 160.684741443285 161.184361304648 161.365949673462 161.899954734731 163.096001983993 163.228465298816 163.309870829054 163.653617261329 163.931698404554 164.142202540936 164.810925057387 164.833893739427 166.463412330207 166.482111615341 166.973201183556 167.335300256865 168.004967355194 168.824542666427 168.872654218653 169.361565756846 169.534083993721 169.825874641694 170.089518689913 170.199924895888 170.214151487931 171.307215486709 172.948428426447 173.496782245345 173.637910184613 174.553836944645 175.069744870756 176.202083032281 176.724081427609 177.278619195858 177.438501307268 178.349877536147 178.745680828799 179.319537475138 179.794712753665 179.807548184139 181.040104036675 181.872996742033 183.868139378064 183.984320908347 184.090084457245 184.45814753356 184.468368222565 184.900214116103 184.91052010833 185.307533511375 185.440546554023 186.556771762292 187.929661918509 188.044949719947 188.969613221503 188.978459033453 189.673327325128 190.80667585769 191.04386512454 191.858313382555 192.173359826171 192.539413277125 193.051224371094 193.37486068737 193.375452980306 193.449927254545 194.281350067013 194.529459745803 195.363253425372 195.422919621514 195.712916472116 196.467827886003 196.747854288485 196.795985432367 197.9056765778 198.044042082135 198.898555667977 199.410230142625 199.518986820584 199.727727709099","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
